Age,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance,mean_income_per_member,Employment Type_Government Sector,Employment Type_Private Sector/Self Employed,GraduateOrNot_No,GraduateOrNot_Yes
28,700000,4,0,0,0,1,140000.0,0,1,0,1
27,350000,2,0,0,0,0,116666.66666666667,0,1,1,0
27,1050000,4,1,0,0,1,210000.0,1,0,0,1
34,1300000,4,0,0,0,1,260000.0,0,1,0,1
31,1350000,9,1,0,1,1,135000.0,0,1,0,1
27,500000,4,0,0,0,0,100000.0,1,0,0,1
28,1200000,4,0,0,0,1,240000.0,1,0,0,1
35,1100000,3,0,0,0,0,275000.0,1,0,0,1
32,350000,6,0,0,0,0,50000.0,1,0,0,1
31,900000,5,0,0,0,0,150000.0,0,1,0,1
26,750000,5,1,0,0,0,125000.0,0,1,0,1
31,1300000,6,0,0,0,0,185714.2857142857,1,0,0,1
28,1200000,5,0,0,0,0,200000.0,1,0,0,1
28,800000,7,1,0,0,1,100000.0,0,1,0,1
28,700000,5,0,0,0,0,116666.66666666667,0,1,0,1
32,850000,4,1,0,0,0,170000.0,1,0,0,1
28,700000,4,1,0,0,0,140000.0,0,1,0,1
26,500000,3,0,0,0,0,125000.0,1,0,0,1
31,1400000,3,0,0,1,1,350000.0,0,1,0,1
35,1100000,4,0,1,0,1,220000.0,1,0,0,1
25,600000,4,1,1,0,0,120000.0,0,1,1,0
31,1250000,4,1,0,0,0,250000.0,0,1,0,1
27,1000000,3,1,0,0,0,250000.0,0,1,1,0
28,600000,4,1,0,0,0,120000.0,1,0,0,1
33,400000,2,0,0,0,0,133333.33333333334,1,0,0,1
33,650000,4,0,0,1,1,130000.0,1,0,0,1
28,700000,7,0,1,0,0,87500.0,0,1,0,1
25,600000,4,1,1,0,0,120000.0,0,1,1,0
28,1450000,6,0,1,1,1,207142.85714285713,0,1,0,1
28,600000,5,0,1,0,1,100000.0,0,1,0,1
28,800000,4,0,0,0,0,160000.0,0,1,0,1
28,300000,4,1,0,0,0,60000.0,1,0,1,0
28,1150000,7,0,0,0,0,143750.0,0,1,0,1
27,1550000,6,1,1,0,1,221428.57142857142,0,1,1,0
34,500000,4,0,0,0,0,100000.0,0,1,0,1
33,1100000,5,0,0,0,0,183333.33333333334,1,0,0,1
30,550000,6,0,0,0,0,78571.42857142857,0,1,1,0
28,800000,5,0,0,0,0,133333.33333333334,0,1,0,1
28,1100000,6,1,0,0,0,157142.85714285713,1,0,0,1
34,1300000,4,0,0,0,1,260000.0,0,1,1,0
33,1400000,3,0,0,1,1,350000.0,0,1,0,1
28,300000,6,0,0,0,0,42857.142857142855,1,0,0,1
32,800000,5,0,0,0,0,133333.33333333334,1,0,0,1
31,300000,5,0,0,0,0,50000.0,1,0,1,0
34,500000,4,0,0,0,0,100000.0,0,1,0,1
26,750000,3,0,0,0,0,187500.0,0,1,0,1
33,750000,3,1,0,0,0,187500.0,0,1,0,1
33,400000,5,0,0,0,0,66666.66666666667,1,0,0,1
25,1400000,5,0,0,1,1,233333.33333333334,0,1,0,1
34,1000000,4,0,0,0,1,200000.0,0,1,0,1
34,1500000,7,0,1,1,1,187500.0,0,1,0,1
28,600000,7,1,0,0,1,75000.0,1,0,0,1
31,1200000,7,0,0,0,0,150000.0,1,0,0,1
34,1300000,4,1,0,0,0,260000.0,0,1,0,1
35,800000,4,1,0,0,0,160000.0,0,1,1,0
28,550000,4,1,1,0,0,110000.0,0,1,0,1
25,1350000,3,1,1,1,0,337500.0,0,1,1,0
33,1000000,6,0,1,0,0,142857.14285714287,1,0,0,1
33,1500000,7,0,1,1,1,187500.0,0,1,0,1
34,500000,5,0,1,1,0,83333.33333333333,0,1,0,1
34,1400000,4,0,0,1,0,280000.0,0,1,1,0
27,450000,8,0,0,0,0,50000.0,0,1,1,0
25,1400000,5,0,1,1,0,233333.33333333334,0,1,0,1
27,450000,3,0,0,0,1,112500.0,0,1,1,0
28,900000,5,0,0,0,0,150000.0,0,1,0,1
29,1050000,2,0,0,0,0,350000.0,0,1,0,1
34,1500000,4,1,1,1,1,300000.0,0,1,0,1
28,550000,4,1,0,1,1,110000.0,0,1,1,0
32,850000,7,0,1,1,1,106250.0,1,0,0,1
32,900000,2,0,1,0,0,300000.0,1,0,0,1
35,800000,6,0,1,0,1,114285.71428571429,0,1,1,0
34,700000,6,0,0,0,1,100000.0,0,1,0,1
28,1250000,6,0,0,1,0,178571.42857142858,0,1,0,1
27,600000,4,0,0,0,0,120000.0,0,1,1,0
31,1500000,4,0,1,1,1,300000.0,1,0,0,1
34,1300000,7,0,0,0,1,162500.0,1,0,0,1
30,550000,6,1,0,0,0,78571.42857142857,0,1,1,0
33,1750000,4,0,0,0,0,350000.0,1,0,0,1
32,350000,3,1,0,1,1,87500.0,1,0,0,1
31,1250000,7,0,0,0,0,156250.0,0,1,0,1
31,1300000,3,1,0,0,0,325000.0,1,0,0,1
28,550000,6,0,0,0,0,78571.42857142857,0,1,1,0
28,300000,6,0,0,0,1,42857.142857142855,1,0,0,1
26,500000,3,0,0,0,0,125000.0,1,0,0,1
25,1150000,7,0,0,0,0,143750.0,0,1,1,0
33,1100000,4,0,0,0,1,220000.0,1,0,0,1
28,1100000,4,0,0,0,0,220000.0,1,0,0,1
30,550000,3,0,0,0,1,137500.0,0,1,1,0
34,700000,3,0,1,0,0,175000.0,0,1,0,1
34,700000,3,1,0,0,0,175000.0,0,1,0,1
28,300000,5,1,0,0,0,50000.0,1,0,0,1
31,500000,4,1,0,0,0,100000.0,0,1,0,1
29,500000,4,0,0,0,1,100000.0,0,1,0,1
31,950000,5,0,0,0,0,158333.33333333334,0,1,0,1
28,800000,5,1,0,0,0,133333.33333333334,0,1,0,1
31,1350000,3,0,0,1,1,337500.0,0,1,0,1
28,1200000,6,0,1,0,0,171428.57142857142,0,1,0,1
26,1400000,9,0,0,1,1,140000.0,0,1,0,1
32,900000,6,0,0,0,0,128571.42857142857,1,0,0,1
25,1350000,6,0,0,1,1,192857.14285714287,0,1,1,0
34,700000,5,0,0,0,1,116666.66666666667,0,1,0,1
28,1100000,4,1,0,0,0,220000.0,0,1,0,1
25,1150000,5,1,0,0,0,191666.66666666666,0,1,1,0
27,850000,3,0,0,0,1,212500.0,1,0,0,1
33,1500000,4,0,1,1,1,300000.0,0,1,0,1
28,1750000,5,1,0,1,0,291666.6666666667,0,1,0,1
28,1150000,6,1,0,0,0,164285.7142857143,0,1,0,1
34,1000000,6,0,1,1,1,142857.14285714287,0,1,0,1
34,500000,4,0,0,0,0,100000.0,0,1,0,1
